#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_70751	FGF2	UniProt:P09038	protein	None	None	None
pid_70755	Thrombin	UniProt:P00734	protein	Fragment:328-622	extracellular-region	None
pid_70757	Ang1-4	None	protein	None	None	None
pid_70769	Tie2	UniProt:Q02763	protein	None	None	None
pid_70789	PLD	UniProt:O14939	protein	activating-residue-modification	None	None
pid_70795	p70S6K	UniProt:P23443	protein	[O-phospho-L-serine]@null;activating-residue-modification	cytoplasm	None
pid_70822	Paxillin;paxillin	UniProt:P49023	protein	None	cytoplasm	None
pid_70823	Paxillin;paxillin	UniProt:P49023	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	cytoplasm	None
pid_70827	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	cytoplasm	None
pid_70833	SHC	UniProt:P29353	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_70846	PLD	UniProt:O14939	protein	activating-residue-modification	caveola	None
pid_70850	ABIN2	UniProt:Q9BQR6	protein	None	None	None
pid_70880	beta2-estradiol	None	small-molecule	None	None	None
pid_70906	Fyn	UniProt:P06241	protein	None	cytoplasm	None
pid_70966	ELK1	UniProt:P19419	protein	None	None	None
pid_70967	ELK1	UniProt:P19419	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_70974	BMX	UniProt:P51813	protein	None	cytoplasm	None
pid_70975	BMX	UniProt:P51813	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	cytoplasm	None
pid_70984	eNOS	UniProt:P29474	protein	None	cytoplasm	None
pid_71001	Rac	UniProt:P63000	protein	None	None	None
pid_71026	Fyn	UniProt:P06241	protein	[O4'-phospho-L-tyrosine]@419;activating-residue-modification	cytoplasm	None
pid_71031	MMP2	UniProt:P08253	protein	Fragment:110-660	cytoplasm	None
pid_71051	NERF2	UniProt:Q15723	protein	None	None	None
pid_71062	PLD	UniProt:O14939	protein	None	caveola	None
pid_71080	GRB7	UniProt:Q14451	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_71101	FOXO1	UniProt:Q12778	protein	[O-phospho-L-serine]@256;[O-phospho-L-threonine]@24;inactivating-residue-modification	None	None
pid_71224	FAK	UniProt:Q05397	protein	[O-phospho-L-serine]@372;[O4'-phospho-L-tyrosine]@407;activating-residue-modification	None	None
pid_71230	FAK	UniProt:Q05397	protein	[O-phospho-L-serine]@732	cytoplasm	None
pid_71235	ROCK1	UniProt:Q13464	protein	activating-residue-modification	None	None
pid_71242	Gab1;GAB1	UniProt:Q13480	protein	[O4'-phospho-L-tyrosine]@null	cytoplasm	None
pid_71253	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951	None	None
pid_71255	VEGFA	UniProt:P15692	protein	None	None	None
pid_71261	VEGFR2	UniProt:P35968	protein	[O-phospho-L-serine]@1190;[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951	None	None
pid_71274	IQGAP1	UniProt:P46940	protein	[O4'-phospho-L-tyrosine]@172	None	None
pid_71291	eNOS	UniProt:P29474	protein	[O4'-phospho-L-tyrosine]@301;activating-residue-modification	None	None
pid_71293	Hsp90B	UniProt:P08238	protein	[O4'-phospho-L-tyrosine]@301	None	None
pid_71303	VE-Cadherin;VE-cadherin	UniProt:P33151	protein	None	None	None
pid_71311	VE-Cadherin;VE-cadherin	UniProt:P33151	protein	None	integral-to-membrane	None
pid_71336	Vitronectin	UniProt:P04004	protein	None	None	None
pid_71350	DAG	None	protein	None	None	None
pid_71356	FAK	UniProt:Q05397	protein	[O-phospho-L-serine]@732;[O4'-phospho-L-tyrosine]@407	None	None
pid_71362	eNOS	UniProt:P29474	protein	None	plasma-membrane	None
pid_71364	eNOS	UniProt:P29474	protein	activating-residue-modification	None	None
pid_71373	VEGFR2	UniProt:P35968	protein	[O-phospho-L-serine]@1190;[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951;[ubiquitination]@null	None	None
pid_71381	beta-TrCP1	UniProt:Q9UKB1	protein	activating-residue-modification	None	None
pid_71386	DEP1	UniProt:Q12913	protein	None	None	None
pid_71389	DEP1	UniProt:Q12913	protein	activating-residue-modification	None	None
pid_71413	Gab1;GAB1	UniProt:Q13480	protein	None	None	None
pid_71421	Hsp90B	UniProt:P08238	protein	None	None	None
pid_71439	PKC-beta2	UniProt:P05771	protein	activating-residue-modification	plasma-membrane	None
pid_71447	VEGFR2	UniProt:P35968	protein	None	None	None
pid_71457	FAK	UniProt:Q05397	protein	[O-phospho-L-serine]@732;[O4'-phospho-L-tyrosine]@407;activating-residue-modification	cytoplasm	None
pid_71465	SHB;Shb	UniProt:Q15464	protein	[O4'-phospho-L-tyrosine]@114	None	None
pid_71479	MAPKAPK2	UniProt:P49137	protein	activating-residue-modification	None	None
pid_71518	ARF1	UniProt:P84077	protein	None	None	None
pid_71545	SHB;Shb	UniProt:Q15464	protein	None	None	None
pid_71557	TsAd;TSAd	UniProt:Q9NP31	protein	None	None	None
pid_71561	TsAd;TSAd	UniProt:Q9NP31	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_71578	eNOS	UniProt:P29474	protein	[O-phospho-L-serine]@1177;activating-residue-modification	plasma-membrane	None
pid_71609	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951	None	None
pid_71618	p38-alpha	UniProt:Q92667	protein	[O-phospho-L-threonine]@180;[O4'-phospho-L-tyrosine]@182;activating-residue-modification	None	None
pid_71630	AKAP1	UniProt:Q92667	protein	None	None	None
pid_71641	VE-cadherin	None	protein	None	None	None
pid_71662	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@861	None	None
pid_71692	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@861;activating-residue-modification	cytoplasm	None
pid_71711	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951	None	None
pid_71723	MAPKAPK2	UniProt:P49137	protein	None	None	None
pid_71766	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@775;activating-residue-modification	plasma-membrane	None
pid_71783	CAMKK2	UniProt:Q96RR4	protein	activating-residue-modification	cytoplasm	None
pid_71823	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951;[ubiquitination]@null	None	None
pid_71838	GRB10	UniProt:Q13322	protein	None	None	None
pid_71888	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1173;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@801;[O4'-phospho-L-tyrosine]@951	None	None
pid_71901	Gab1;GAB1	UniProt:Q13480	protein	activating-residue-modification	plasma-membrane	None
pid_71910	Myoferlin	UniProt:Q9NZM1	protein	None	None	None
pid_71945	IQGAP1	UniProt:P46940	protein	[phosphorylated-residue]@null	cytoplasm	None
pid_71979	Pyk2;PYK2	UniProt:Q14289	protein	[O4'-phospho-L-tyrosine]@402;activating-residue-modification	cytoplasm	None
pid_72007	PAK2	UniProt:Q13177	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_72032	PLCgamma1	UniProt:P19174	protein	[ubiquitination]@null;inactivating-residue-modification	cytoplasm	None
pid_72051	Fes;FES	UniProt:P07332	protein	None	None	None
pid_72052	Fes;FES	UniProt:P07332	protein	[O4'-phospho-L-tyrosine]@713;activating-residue-modification	None	None
pid_72062	CAMKK2	UniProt:Q96RR4	protein	None	cytoplasm	None
pid_72904	HGF	UniProt:P14210	protein	None	None	None
pid_72914	p53	UniProt:P04637	protein	[O-phospho-L-serine]@15;[O-phospho-L-serine]@392	None	None
pid_72925	NFYA	UniProt:P23511	protein	None	None	None
pid_72928	NFYB	UniProt:P25208	protein	None	None	None
pid_72931	NFYC	UniProt:Q13952	protein	None	None	None
pid_72942	HTT	UniProt:P42858	protein	None	None	None
pid_72951	MLH1	UniProt:P40692	protein	None	None	None
pid_72969	p53RFP	UniProt:Q7Z419	protein	None	None	None
pid_72981	SP1	UniProt:P08047	protein	None	nucleus	None
pid_72999	ET2	UniProt:P20800	protein	None	None	None
pid_73008	BTG2	UniProt:P78543	protein	None	None	None
pid_73017	PMS2	UniProt:P54278	protein	None	None	None
pid_73034	DROSHA	UniProt:Q9NRR4	protein	None	None	None
pid_73037	p68	UniProt:P17844	protein	None	None	None
pid_73040	DGCR8	UniProt:Q8WYQ5	protein	None	None	None
pid_73061	p53	UniProt:P04637	protein	[methylated-L-lysine]@372;[N-acetylated-L-lysine]@120;[N-acetylated-L-lysine]@164;[N-acetylated-L-lysine]@370;[N-acetylated-L-lysine]@373;[N-acetylated-L-lysine]@381;[N-acetylated-L-lysine]@382;[N-acetylated-L-lysine]@386	None	None
pid_73076	ASPP	None	protein	None	None	None
pid_73085	CSE1L	UniProt:P55060	protein	None	nucleus	None
pid_73096	IPAF	UniProt:Q9NPP4	protein	None	None	None
pid_73106	HSP70-1A	UniProt:P08107	protein	None	None	None
pid_73110	CBF	UniProt:Q03701	protein	None	None	None
pid_73118	TSAP6	UniProt:Q658P3	protein	None	None	None
pid_73126	BK2	UniProt:P30411	protein	None	None	None
pid_73139	p53	UniProt:P04637	protein	[methylated-L-lysine]@372;[N-acetylated-L-lysine]@120	None	None
pid_73144	JMY	UniProt:Q8N9B5	protein	None	None	None
pid_73150	POU4F1	UniProt:Q01851	protein	None	nucleus	None
pid_73160	DDB2	UniProt:Q92466	protein	None	None	None
pid_73170	COP1	UniProt:Q8NHY2	protein	None	None	None
pid_73178	E2FBP1	UniProt:Q99856	protein	None	None	None
pid_73195	BNIP3L	UniProt:O60238	protein	None	None	None
pid_73220	ATF3	UniProt:P18847	protein	None	None	None
pid_73235	MSH2	UniProt:P43246	protein	None	None	None
pid_73240	JUN;Jun	UniProt:P05412	protein	[O-phospho-L-serine]@63;[O-phospho-L-serine]@73	nucleus	None
pid_73253	p53DINP1	UniProt:Q96A56	protein	None	None	None
pid_73263	TAP1	UniProt:Q03518	protein	None	None	None
pid_73273	BCLG	UniProt:Q9BZR8	protein	None	None	None
pid_73296	BCL2-subfamily	None	protein	None	None	None
pid_73302	MCL1	UniProt:Q07820	protein	None	None	None
pid_73311	p53	UniProt:P04637	protein	activating-residue-modification	mitochondrion	None
pid_73323	PERP	UniProt:Q96FX8	protein	None	None	None
pid_73333	APAF-1	UniProt:O14727	protein	None	None	None
pid_73341	Cyclin-K	UniProt:O75909	protein	None	None	None
pid_73374	GCN5-L	UniProt:Q92830	protein	None	None	None
pid_73377	ADA2B	UniProt:Q86TJ2	protein	None	None	None
pid_73386	HZF	UniProt:Q96PM9	protein	None	nucleus	None
pid_73391	p53	UniProt:P04637	protein	[methylated-L-lysine]@382	None	None
pid_73415	p53	UniProt:P04637	protein	[methylated-L-arginine]@333;[methylated-L-arginine]@335;[methylated-L-arginine]@337	None	None
pid_73447	CARM1	UniProt:Q86X55	protein	None	None	None
pid_73450	PRMT1	UniProt:Q99873	protein	None	None	None
pid_73475	IGFBP3	UniProt:P17936	protein	None	None	None
pid_73500	PA26	UniProt:Q9Y6P5	protein	None	None	None
pid_73521	SLUG	UniProt:O43623	protein	None	nucleus	None
pid_73536	SAP	UniProt:O60880	protein	None	None	None
pid_73547	p73;P73	UniProt:O15350	protein	None	None	None
pid_73556	CSPG2	UniProt:P13611	protein	None	None	None
pid_73588	TYRP1	UniProt:P17643	protein	None	None	None
pid_73601	E2F1-3	None	protein	None	None	None
pid_73607	E2F3	UniProt:O00716	protein	None	None	None
pid_73608	E2F2	UniProt:Q14209	protein	None	None	None
pid_73609	DP1	UniProt:Q14186	protein	None	None	None
pid_73635	TRRAP	UniProt:Q9Y4A5	protein	None	nucleus	None
pid_73644	MET	UniProt:P08581	protein	None	None	None
pid_73652	GPX1	UniProt:P07203	protein	None	None	None
pid_73661	p63	UniProt:Q9H3D4	protein	None	None	None
pid_73667	DeltaNp63-alpha	UniProt:Q9H3D4	protein	None	None	None
pid_73681	MMP2	UniProt:P08253	protein	Fragment:110-660	None	None
pid_73697	FOXA1	UniProt:P55317	protein	None	nucleus	None
pid_73706	Caspase-6	UniProt:P55212	protein	None	None	None
pid_7371	PGRB	UniProt:P06401	protein	None	None	None
pid_73725	IRF5	UniProt:Q13568	protein	None	None	None
pid_73745	LIF	UniProt:P15018	protein	None	None	None
pid_73759	fractalkine	UniProt:P78423	protein	None	None	None
pid_73768	MCG10	UniProt:P57723	protein	None	None	None
pid_7376	E2	None	small-molecule	None	None	None
pid_73778	BLIMP1	UniProt:O75626	protein	None	None	None
pid_73787	p53CSV	UniProt:O43715	protein	None	None	None
pid_73797	p53	UniProt:P04637	protein	None	mitochondrion	None
pid_73798	BCL2-subfamily	None	protein	None	mitochondrion	None
pid_7379	ER-alpha	UniProt:P03372	protein	None	None	None
pid_73805	maspin	UniProt:P36952	protein	None	None	None
pid_73815	PPM1J	UniProt:Q5JR12	protein	None	None	None
pid_73826	MCL1	UniProt:Q07820	protein	None	mitochondrion	None
pid_73834	NDRG1	UniProt:Q92597	protein	None	None	None
pid_73857	MIR34A	None	rna	None	None	None
pid_73865	PIDD	UniProt:Q9HB75	protein	None	None	None
pid_73895	PRKAB1	UniProt:Q9Y478	protein	None	None	None
pid_7389	XBP1	UniProt:P17861	protein	None	None	None
pid_73910	Cyclin-G1	UniProt:P51959	protein	None	None	None
pid_73915	p53	UniProt:P04637	protein	[ubiquitinylated-lysine]@320	None	None
pid_73939	ASC	UniProt:Q9ULZ3	protein	None	None	None
pid_73949	SCN3B	UniProt:Q9NY72	protein	None	None	None
pid_7394	AIB1	UniProt:Q9Y6Q9	protein	None	None	None
pid_73959	NOXA	UniProt:Q13794	protein	None	None	None
pid_73974	MKP1	UniProt:P28562	protein	None	None	None
pid_73981	RPS27L	UniProt:Q71UM5	protein	None	None	None
pid_73989	P53R2	UniProt:Q7LG56	protein	None	None	None
pid_74009	FDXR	UniProt:P22570	protein	None	None	None
pid_74020	BID	UniProt:P55957	protein	None	None	None
pid_74028	HIC1	UniProt:Q14526	protein	None	None	None
pid_74040	DUSP5	UniProt:Q16690	protein	None	None	None
pid_7404	BRCA1	UniProt:P38398	protein	None	None	None
pid_74050	RGC32	UniProt:Q9H4X1	protein	None	None	None
pid_74060	AMID	UniProt:Q9BRQ8	protein	None	None	None
pid_74084	TIGAR	UniProt:Q9NQ88	protein	None	None	None
pid_7408	ER-alpha	UniProt:P03372	protein	inactivating-residue-modification	None	None
pid_74146	I-kappa-B-alpha	UniProt:P25963	protein	[O4'-phospho-L-tyrosine]@42	cytoplasm	None
pid_74153	Syk;SYK	UniProt:P43405	protein	activating-residue-modification	None	None
pid_74158	I-kappa-B-alpha	UniProt:P25963	protein	[O4'-phospho-L-tyrosine]@42	None	None
pid_74162	RelA	UniProt:Q04206	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_74178	NF-kappa-B1-p105	UniProt:P19838	protein	[O-phospho-L-serine]@927;[O-phospho-L-serine]@932;[ubiquitinylated-lysine]@null;Fragment:1-968	None	None
pid_74195	NF-kappa-B1-p105	UniProt:P19838	protein	Fragment:1-968	None	None
pid_74196	c-Rel	UniProt:Q04864	protein	None	None	None
pid_74209	beta-Arrestin2	UniProt:P32121	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null	None	None
pid_7422	ER-alpha	UniProt:P03372	protein	None	nucleus	None
pid_74236	BCL3	UniProt:P20749	protein	None	nucleus	None
pid_7423	HET	UniProt:Q15424	protein	None	None	None
pid_74242	BCL3	UniProt:P20749	protein	None	None	None
pid_74254	I-kappa-B-alpha	UniProt:P25963	protein	[O-phospho-L-serine]@283;[O-phospho-L-serine]@289;[O-phospho-L-serine]@291;[O-phospho-L-serine]@293;[O-phospho-L-threonine]@299;inactivating-residue-modification	cytoplasm	None
pid_74275	NF-kappa-B1-p105	UniProt:P19838	protein	[O-phospho-L-serine]@927;[O-phospho-L-serine]@932;Fragment:1-968;inactivating-residue-modification	None	None
pid_74280	IKK-beta	UniProt:O14920	protein	None	cytoplasm	None
pid_7435	TFF1	UniProt:P04155	protein	None	None	None
pid_7440	ERAP140	UniProt:Q8NI08	protein	None	None	None
pid_74523	CaM	UniProt:P62158	protein	[O4'-phospho-L-tyrosine]@99	None	None
pid_7452	LCOR	UniProt:Q96JN0	protein	None	None	None
pid_74538	IL-3	UniProt:P08700	protein	None	extracellular-region	None
pid_74543	Oct-1	UniProt:P14859	protein	None	nucleus	None
pid_74549	NFAT1-c-4	None	protein	inactivating-residue-modification	cytoplasm	None
pid_74560	CD40LG	UniProt:P29965	protein	None	None	None
pid_74571	ICER1	UniProt:O75519	protein	None	None	None
pid_74597	p21SNFT	UniProt:Q9NR55	protein	None	None	None
pid_74623	FOS;Fos	UniProt:P01100	protein	[O-phospho-L-serine]@374;[O-phospho-L-threonine]@232;[O-phospho-L-threonine]@325;[O-phospho-L-threonine]@331;activating-residue-modification	nucleus	None
pid_74628	p21SNFT	UniProt:Q9NR55	protein	None	nucleus	None
pid_74638	COX-2	UniProt:P35354	protein	None	None	None
pid_74660	JUNB;JunB	UniProt:P17275	protein	None	None	None
pid_74663	Fra1	UniProt:P15407	protein	None	None	None
pid_7467	ABCA3	UniProt:Q99758	protein	None	None	None
pid_74689	GM-CSF	UniProt:P04141	protein	None	extracellular-region	None
pid_74697	NFAT1-c-4	None	protein	None	cytoplasm	None
pid_74701	Serine/Threonine-Kinases	None	protein	None	None	None
pid_74708	ICER1	UniProt:O75519	protein	None	nucleus	None
pid_7475	TIF2	UniProt:Q15596	protein	None	None	None
pid_7482	P72	UniProt:Q92841	protein	None	None	None
pid_74948	Syndecan-2	UniProt:P34741	protein	[O-phospho-L-serine]@187;[O-phospho-L-serine]@188	None	None
pid_74956	Syndecan-2	UniProt:P34741	protein	[O4'-phospho-L-tyrosine]@191;[O4'-phospho-L-tyrosine]@200	None	None
pid_7496	SRA1	UniProt:Q9HD15	protein	None	None	None
pid_74987	Protein-4.1	UniProt:P11171	protein	None	None	None
pid_75006	PKC-delta	UniProt:Q05655	protein	[O-phospho-L-threonine]@505;inactivating-residue-modification	None	None
pid_75035	EphB2;EPHB2	UniProt:P29323	protein	activating-residue-modification	None	None
pid_75054	Syndecan-2	UniProt:P34741	protein	[O4'-phospho-L-tyrosine]@180	None	None
pid_75067	HRAS	UniProt:P01112	protein	None	plasma-membrane	None
pid_75078	Neurofibromin	UniProt:P21359	protein	None	None	None
pid_75096	Synbindin	UniProt:Q9Y296	protein	None	None	None
pid_75110	Kininogen	UniProt:P01042	protein	None	None	None
pid_75128	MMP2	UniProt:P08253	protein	Fragment:110-660;inactivating-residue-modification	None	None
pid_7513	JUN;Jun	UniProt:P05412	protein	None	None	None
pid_75178	JNK	UniProt:P45983	protein	[O-phospho-L-threonine]@183;[O4'-phospho-L-tyrosine]@185;activating-residue-modification	None	None
pid_75194	JNK	UniProt:P45983	protein	None	None	None
pid_75204	Caveolin-2	UniProt:P51636	protein	None	None	None
pid_75208	HRAS	UniProt:P01112	protein	[O4'-phospho-L-tyrosine]@191;[O4'-phospho-L-tyrosine]@200	None	None
pid_7520	HSF2	UniProt:Q03933	protein	None	None	None
pid_7523	CEBPB	UniProt:P17676	protein	None	None	None
pid_7540	DP97	UniProt:Q8TDD1	protein	None	None	None
pid_7555	MYC	UniProt:P01106	protein	None	None	None
pid_7560	IKK-alpha	UniProt:O15111	protein	None	None	None
pid_7567	COL18A1	UniProt:P39060	protein	None	None	None
pid_7573	DAX-1	UniProt:P51843	protein	None	None	None
pid_7587	POU4F2	UniProt:Q12837	protein	None	None	None
pid_7606	NKG2E	UniProt:Q07444	protein	None	None	None
pid_7616	STAT5A	UniProt:P42229	protein	None	None	None
pid_7620	STAT5A	UniProt:P42229	protein	inactivating-residue-modification	None	None
pid_7630	PGRA	UniProt:P06401	protein	None	None	None
pid_7639	PCNA	UniProt:P12004	protein	None	None	None
pid_7650	NEDD8	UniProt:Q15843	protein	None	None	None
pid_7653	UBA3	UniProt:Q8TBC4	protein	None	None	None
pid_7656	UBC12	UniProt:P61081	protein	None	None	None
pid_7678	FE65	UniProt:O00213	protein	None	None	None
pid_7681	AICD	None	protein	None	None	None
pid_76910	MAdCAM-1	UniProt:Q13477	protein	None	None	None
pid_76945	VCAM1	UniProt:P19320	protein	None	cytoplasm	None
pid_7698	NR0B2	UniProt:Q15466	protein	None	nucleus	None
pid_7702	NR0B2	UniProt:Q15466	protein	None	None	None
pid_7713	C3	UniProt:P01024	protein	None	None	None
pid_7718	REA	UniProt:Q99623	protein	None	None	None
pid_77221	GSK3	None	protein	activating-residue-modification	None	None
pid_77223	beta-catenin	UniProt:P35222	protein	[O-phospho-L-serine]@45	None	None
pid_77230	beta-catenin	UniProt:P35222	protein	[O-phospho-L-serine]@33;[O-phospho-L-serine]@37;[O-phospho-L-serine]@45;[O-phospho-L-threonine]@41	None	None
pid_77234	APC	UniProt:P25054	protein	[phosphorylated-residue]@null	None	None
pid_77286	CK1-epsilon-CK1-delta-CK1-alpha	None	protein	None	None	None
pid_7728	AP1B1	UniProt:Q10567	protein	None	None	None
pid_77290	DVL	None	protein	None	None	None
pid_77298	DVL2	UniProt:O14641	protein	None	None	None
pid_77299	DVL3	UniProt:Q92997	protein	None	None	None
pid_77300	DVL1	UniProt:O14640	protein	None	None	None
pid_77301	LRP6	UniProt:O75581	protein	[O-phospho-L-serine]@1490;[O-phospho-L-threonine]@1479	None	None
pid_77320	LRP6	UniProt:O75581	protein	[O-phospho-L-serine]@1490;[O-phospho-L-threonine]@1493	None	None
pid_77335	beta-catenin	UniProt:P35222	protein	[O-phospho-L-serine]@33;[O-phospho-L-serine]@37;[O-phospho-L-serine]@45;[O-phospho-L-threonine]@41;[ubiquitinylated-lysine]@19	cytoplasm	None
pid_77342	CUL1	UniProt:Q13616	protein	None	None	None
pid_77344	SKP1	UniProt:P63208	protein	None	None	None
pid_7734	E2	None	small-molecule	None	nucleus	None
pid_7735	ER-beta	UniProt:Q92731	protein	None	nucleus	None
pid_7739	ER-beta	UniProt:Q92731	protein	None	None	None
pid_77463	GPC2	UniProt:Q8N158	protein	None	plasma-membrane	None
pid_77466	Midkine	UniProt:P21741	protein	None	extracellular-region	None
pid_7751	MTA1	UniProt:Q13330	protein	None	nucleus	None
pid_7754	HDAC1	UniProt:Q13547	protein	None	nucleus	None
pid_77562	Caspase-3	UniProt:P42574	protein	activating-residue-modification	None	None
pid_77572	Caspase-2	UniProt:P42575	protein	None	None	None
pid_77579	ASK1	UniProt:Q99683	protein	None	cytoplasm	None
pid_7757	LMO4	UniProt:P61968	protein	None	None	None
pid_77606	FAS	UniProt:P25445	protein	None	None	None
pid_77607	DAXX	UniProt:Q9UER7	protein	None	None	None
pid_7761	HDAC1	UniProt:Q13547	protein	None	None	None
pid_77629	NF-kappa-B	UniProt:P19838	protein	[ubiquitinylated-lysine]@null	None	None
pid_7762	MTA1	UniProt:Q13330	protein	None	None	None
pid_77630	I-kappa-B-alpha	UniProt:P25963	protein	[ubiquitinylated-lysine]@null	None	None
pid_77631	RelA	UniProt:Q04206	protein	[ubiquitinylated-lysine]@null	None	None
pid_77640	Caspase-6	UniProt:P55212	protein	activating-residue-modification	None	None
pid_77646	Caspase-7	UniProt:P55210	protein	None	None	None
pid_77648	Caspase-7	UniProt:P55210	protein	activating-residue-modification	None	None
pid_77657	BID	UniProt:P55957	protein	None	None	None
pid_77659	NIK	UniProt:Q99558	protein	None	None	None
pid_77660	NIK	UniProt:Q99558	protein	activating-residue-modification	None	None
pid_77666	Caspase-3	UniProt:P42574	protein	inactivating-residue-modification	None	None
pid_77676	JNK1;Jnk1	UniProt:P45983	protein	activating-residue-modification	None	None
pid_77733	NEF	UniProt:P04601	protein	None	None	None
pid_77739	IKK-alpha	UniProt:O15111	protein	activating-residue-modification	None	None
pid_77755	Caspase-7	UniProt:P55210	protein	inactivating-residue-modification	None	None
pid_7777	HDAC4	UniProt:P56524	protein	None	nucleus	None
pid_7781	HDAC4	UniProt:P56524	protein	None	None	None
pid_7791	NDUFV3	UniProt:P56181	protein	None	None	None
pid_7797	DSCAM	UniProt:O60469	protein	None	None	None
pid_7807	GREB1	UniProt:Q4ZG55	protein	None	None	None
pid_7814	Src-1	UniProt:Q15788	protein	None	None	None
pid_7821	MPG	UniProt:P29372	protein	None	None	None
pid_7824	p300	UniProt:Q09472	protein	None	nucleus	None
pid_7834	p300	UniProt:Q09472	protein	None	None	None
pid_7850	PDI	UniProt:Q13087	protein	None	None	None
pid_78626	LRP	UniProt:P18433	protein	None	None	None
pid_78645	CAP	UniProt:Q9BX66	protein	None	None	None
pid_78647	CBL;Cbl	UniProt:P22681	protein	[O4'-phospho-L-tyrosine]@371;[O4'-phospho-L-tyrosine]@700;[O4'-phospho-L-tyrosine]@774;activating-residue-modification	cytoplasm	None
pid_78648	CRK-II	UniProt:P46108	protein	None	cytoplasm	None
pid_78650	APS	UniProt:O14492	protein	[O4'-phospho-L-tyrosine]@629	None	None
pid_78664	ENaC	None	protein	None	None	None
pid_78666	ENaC	None	protein	activating-residue-modification	None	None
pid_78671	SGK1	UniProt:O00141	protein	[O-phospho-L-serine]@422;[O-phospho-L-threonine]@256;activating-residue-modification	None	None
pid_78693	NCK2	UniProt:O43639	protein	None	cytoplasm	None
pid_78724	SHIP	UniProt:O00145	protein	[O4'-phospho-L-tyrosine]@1020;[O4'-phospho-L-tyrosine]@917	plasma-membrane	None
pid_78743	IRS3	None	protein	None	None	None
pid_7874	POU4F1	UniProt:Q01851	protein	None	None	None
pid_78754	SHC	UniProt:P29353	protein	[O4'-phospho-L-tyrosine]@317;activating-residue-modification	cytoplasm	None
pid_78762	PTP1B	UniProt:P18031	protein	[O4'-phospho-L-tyrosine]@null	plasma-membrane	None
