#id	name	features	celularLocation	elements	stoichiometry	evidence
pid_77220	Axin1/APC//beta-catenin/GSK3	None	cytoplasm	pid_3479;pid_48362;pid_77221;pid_77223	pid_3479:1.0;pid_48362:1.0;pid_77221:1.0;pid_77223:1.0	None
pid_77229	Axin1/APC/GSK3/beta-catenin	None	cytoplasm	pid_48362;pid_77221;pid_77230;pid_77234	pid_48362:1.0;pid_77221:1.0;pid_77230:1.0;pid_77234:1.0	None
pid_77249	Axin1/APC//beta-catenin	None	cytoplasm	pid_3479;pid_48362;pid_77223	pid_3479:1.0;pid_48362:1.0;pid_77223:1.0	None
pid_77259	Axin2/APC/GSK3/beta-catenin	None	cytoplasm	pid_77221;pid_77230;pid_77234;pid_8133	pid_77221:1.0;pid_77230:1.0;pid_77234:1.0;pid_8133:1.0	None
pid_77264	Axin2/GSK3	None	cytoplasm	pid_68387;pid_8133	pid_68387:1.0;pid_8133:1.0	None
pid_77267	APC/beta-catenin	None	None	pid_77230;pid_77234	pid_77230:1.0;pid_77234:1.0	None
pid_77279	Axin1/APC//beta-catenin;Axin1/APC/beta-catenin	None	cytoplasm	pid_26214;pid_3479;pid_48362	pid_26214:1.0;pid_3479:1.0;pid_48362:1.0	None
pid_77289	WNT3A/LRP6/FZD5/DVL	activating-residue-modification	integral-to-membrane	pid_206;pid_207;pid_77290;pid_77301	pid_206:1.0;pid_207:1.0;pid_77290:1.0;pid_77301:1.0	None
pid_77319	WNT3A/LRP6/FZD5/DVL/Axin1/GSK3	activating-residue-modification	signalosome	pid_206;pid_207;pid_48362;pid_77221;pid_77290;pid_77320	pid_206:1.0;pid_207:1.0;pid_48362:1.0;pid_77221:1.0;pid_77290:1.0;pid_77320:1.0	None
pid_77341	SCF	None	None	pid_5613;pid_77342;pid_77344	pid_5613:1.0;pid_77342:1.0;pid_77344:1.0	None
pid_77357	Axin1/GSK3	None	cytoplasm	pid_48362;pid_68387	pid_48362:1.0;pid_68387:1.0	None
pid_77373	WNT3A/LRP6/FZD5	activating-residue-modification	integral-to-membrane	pid_206;pid_207;pid_77320	pid_206:1.0;pid_207:1.0;pid_77320:1.0	None
pid_77382	Axin1/APC	None	cytoplasm	pid_3479;pid_48362	pid_3479:1.0;pid_48362:1.0	None
pid_7738	E2/ERA/ERB	None	nucleus	pid_7376;pid_7408;pid_7739	pid_7376:1.0;pid_7408:1.0;pid_7739:1.0	None
pid_77467	GPC2/Midkine	activating-residue-modification	plasma-membrane	pid_77463;pid_77466	pid_77463:1.0;pid_77466:1.0	None
pid_77567	APAF-1/Caspase-9	activating-residue-modification	None	pid_68514;pid_73333	pid_68514:1.0;pid_73333:1.0	None
pid_77575	TNFR1A/BAG4/TNF-alpha	None	None	pid_22265;pid_22268;pid_58703	pid_22265:1.0;pid_22268:3.0;pid_58703:1.0	None
pid_77580	TNFR1A/Caspase-2/TNF-alpha/FADD/TRADD/RIP/cIAP2/TRAF1/TRAF2/Ask1/RAIDD	None	None	pid_29342;pid_35546;pid_35567;pid_35581;pid_50535;pid_50538;pid_50543;pid_50971;pid_58159;pid_77572;pid_77579	pid_29342:1.0;pid_35546:1.0;pid_35567:1.0;pid_35581:1.0;pid_50535:1.0;pid_50538:1.0;pid_50543:1.0;pid_50971:1.0;pid_58159:1.0;pid_77572:1.0;pid_77579:1.0	None
pid_775	LRP5/DKK1	inactivating-residue-modification	integral-to-membrane	pid_262;pid_369	pid_262:1.0;pid_369:1.0	None
pid_77605	FAS/FADD/DAXX/Ask1/Caspase-8/Caspase-8	None	None	pid_50971;pid_58315;pid_77579;pid_77606;pid_77607	pid_50971:1.0;pid_58315:2.0;pid_77579:1.0;pid_77606:1.0;pid_77607:1.0	None
pid_7760	ERA/MTA1/HDAC1/LMO4	None	nucleus	pid_7408;pid_7757;pid_7761;pid_7762	pid_7408:1.0;pid_7757:1.0;pid_7761:1.0;pid_7762:1.0	None
pid_77615	FAS/FADD/DAXX/Ask1/Caspase-8/Caspase-8/FASLG	None	None	pid_32921;pid_50971;pid_58315;pid_77579;pid_77606;pid_77607	pid_32921:1.0;pid_50971:1.0;pid_58315:2.0;pid_77579:1.0;pid_77606:1.0;pid_77607:1.0	None
pid_77628	NF-kappa-B/RelA/I-kappa-B-alpha/ubiquitin	None	None	pid_77629;pid_77630;pid_77631	pid_77629:1.0;pid_77630:1.0;pid_77631:1.0	None
pid_77685	TNFR1A/BAG4	None	None	pid_50543;pid_58703	pid_50543:1.0;pid_58703:1.0	None
pid_77694	APAF-1/Caspase-9	None	None	pid_68514;pid_73333	pid_68514:1.0;pid_73333:1.0	None
pid_77705	Caspase-8-(4-units)	activating-residue-modification	None	pid_58315	pid_58315:4.0	None
pid_77724	Caspase-8-(4-units)	None	None	pid_58315	pid_58315:4.0	None
pid_77732	TCRz/NEF	None	None	pid_11689;pid_77733	pid_11689:1.0;pid_77733:1.0	None
pid_77763	APAF-1/Caspase-9	inactivating-residue-modification	None	pid_68514;pid_73333	pid_68514:1.0;pid_73333:1.0	None
pid_77771	FAS/FADD/DAXX/Ask1/Caspase-8/Caspase-8/FASLG	inactivating-residue-modification	None	pid_32921;pid_50971;pid_58315;pid_77579;pid_77606;pid_77607	pid_32921:1.0;pid_50971:1.0;pid_58315:2.0;pid_77579:1.0;pid_77606:1.0;pid_77607:1.0	None
pid_77784	TNFR1A/Caspase-2/TNF-alpha/FADD/TRADD/RIP/cIAP2/TRAF1/TRAF2/Ask1/RAIDD	inactivating-residue-modification	None	pid_29342;pid_35546;pid_35567;pid_35581;pid_50535;pid_50538;pid_50543;pid_50971;pid_58159;pid_77572;pid_77579	pid_29342:1.0;pid_35546:1.0;pid_35567:1.0;pid_35581:1.0;pid_50535:1.0;pid_50538:1.0;pid_50543:1.0;pid_50971:1.0;pid_58159:1.0;pid_77572:1.0;pid_77579:1.0	None
pid_7780	ERA/HDAC4	None	nucleus	pid_7408;pid_7781	pid_7408:1.0;pid_7781:1.0	None
pid_7813	E2/ERA-(dimer)/Src-1	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7814	pid_7376:1.0;pid_7379:2.0;pid_7814:1.0	None
pid_7827	E2/ERA-(dimer)/Src-1/MPG	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7814;pid_7821	pid_7376:1.0;pid_7379:2.0;pid_7814:1.0;pid_7821:1.0	None
pid_7833	E2/ERA-(dimer)/Src-1/p300	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7814;pid_7834	pid_7376:1.0;pid_7379:2.0;pid_7814:1.0;pid_7834:1.0	None
pid_7853	E2/ERA-(dimer)/PDI	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7850	pid_7376:1.0;pid_7379:2.0;pid_7850:1.0	None
pid_78634	TC10/GDP	None	None	pid_3119;pid_8581	pid_3119:1.0;pid_8581:1.0	None
pid_78637	TC10/GTP	activating-residue-modification	membrane-raft	pid_3114;pid_8581	pid_3114:1.0;pid_8581:1.0	None
pid_78644	CBL/APS/CAP/Crk-II/C3G	None	membrane-raft	pid_34993;pid_78645;pid_78647;pid_78648;pid_78650	pid_34993:1.0;pid_78645:1.0;pid_78647:1.0;pid_78648:1.0;pid_78650:2.0	None
pid_78675	Par3/Par6	None	None	pid_33714;pid_50398	pid_33714:1.0;pid_50398:1.0	None
pid_78678	Par3/Par6	None	membrane-raft	pid_33714;pid_50398	pid_33714:1.0;pid_50398:1.0	None
pid_78684	TC10/GTP/CIP4	activating-residue-modification	membrane-raft	pid_3114;pid_8581;pid_8585	pid_3114:1.0;pid_8581:1.0;pid_8585:1.0	None
pid_78694	Insulin-Receptor/Insulin/IRS1/NCK2	None	None	pid_22009;pid_78693;pid_8733;pid_8757;pid_8762	pid_22009:1.0;pid_78693:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_78707	CBL/APS/CAP	None	None	pid_78645;pid_78647;pid_78650	pid_78645:1.0;pid_78647:1.0;pid_78650:2.0	None
pid_78711	CBL/APS/CAP/Crk-II	None	None	pid_78645;pid_78647;pid_78648;pid_78650	pid_78645:1.0;pid_78647:1.0;pid_78648:1.0;pid_78650:2.0	None
pid_78742	Insulin-Receptor/Insulin/IRS3	None	None	pid_78743;pid_8733;pid_8757;pid_8762	pid_78743:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_78753	Insulin-Receptor/Insuli/IRS1/GRB2/SHC	None	None	pid_22009;pid_78754;pid_8733;pid_8757;pid_8762;pid_9054	pid_22009:1.0;pid_78754:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0;pid_9054:1.0	None
pid_78761	Insulin-Receptor/Insuli/IRS1/GRB2/SHC/PTP1B	None	None	pid_5721;pid_78754;pid_78762;pid_8733;pid_8757;pid_8762;pid_9054	pid_5721:1.0;pid_78754:1.0;pid_78762:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0;pid_9054:1.0	None
pid_7877	E2/ERA-(dimer)/POU4F1	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7874	pid_7376:1.0;pid_7379:2.0;pid_7874:1.0	None
pid_78780	p62DOK/RasGAP	None	None	pid_78781;pid_9236	pid_78781:1.0;pid_9236:1.0	None
pid_78794	APS-homodimer	None	None	pid_78795	pid_78795:2.0	None
pid_78802	Insulin-Receptor/Insulin/IRS1	None	membrane-raft	pid_22009;pid_8733;pid_8757;pid_8762	pid_22009:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_78817	Insulin-Receptor/Insulin/GRB14/PDK1	None	None	pid_11907;pid_70714;pid_8733;pid_8757;pid_8762	pid_11907:1.0;pid_70714:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_78842	HRAS/GDP	inactivating-residue-modification	None	pid_3119;pid_75067	pid_3119:1.0;pid_75067:1.0	None
pid_78846	HRAS/GTP	activating-residue-modification	None	pid_3114;pid_75067	pid_3114:1.0;pid_75067:1.0	None
pid_78853	Insulin-Receptor/Insulin/SHC/GRB2/Sos1	None	None	pid_22015;pid_8733;pid_8757;pid_8762;pid_9054;pid_9098	pid_22015:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0;pid_9054:1.0;pid_9098:1.0	None
pid_78879	p62DOK/RasGAP	None	None	pid_53694;pid_78781	pid_53694:1.0;pid_78781:1.0	None
pid_78912	Exocyst;exocyst	None	None	pid_78913;pid_78916;pid_78919;pid_78922;pid_78925;pid_78927;pid_78930;pid_78933	pid_78913:1.0;pid_78916:1.0;pid_78919:1.0;pid_78922:1.0;pid_78925:1.0;pid_78927:1.0;pid_78930:1.0;pid_78933:1.0	None
pid_7891	ERA/SMAD4	None	nucleus	pid_7408;pid_7892	pid_7408:1.0;pid_7892:1.0	None
pid_78989	SHC/SHIP	None	None	pid_78907;pid_9101	pid_78907:1.0;pid_9101:1.0	None
pid_79012	Insulin-Receptor/Insuli/IRS1/GRB2/Shc	None	None	pid_22009;pid_79013;pid_8733;pid_8757;pid_8762;pid_9054	pid_22009:1.0;pid_79013:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0;pid_9054:1.0	None
pid_79033	Insulin-Receptor/Insuli/IRS1/GRB2/SHC/Sos	None	None	pid_22009;pid_78754;pid_8733;pid_8757;pid_8762;pid_9054;pid_9098	pid_22009:1.0;pid_78754:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0;pid_9054:1.0;pid_9098:1.0	None
pid_79079	Insulin-Receptor/Insulin/IRS1/Shp2	None	None	pid_22009;pid_53532;pid_8733;pid_8757;pid_8762	pid_22009:1.0;pid_53532:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_79090	Insulin-Receptor	None	None	pid_21978;pid_8757	pid_21978:2.0;pid_8757:2.0	None
pid_7910	ERA/MRF1	None	nucleus	pid_7408;pid_7911	pid_7408:1.0;pid_7911:1.0	None
pid_79112	Insulin-Receptor/Insulin/SHC/GRB10	None	None	pid_22015;pid_71838;pid_8733;pid_8757;pid_8762	pid_22015:1.0;pid_71838:1.0;pid_8733:2.0;pid_8757:2.0;pid_8762:1.0	None
pid_7922	ERA/TAF1B	None	nucleus	pid_7408;pid_7919	pid_7408:1.0;pid_7919:1.0	None
pid_79343	HDAC6/HDAC11	None	nucleus	pid_22705;pid_22707	pid_22705:1.0;pid_22707:1.0	None
pid_79367	HDAC5/14-3-3-E	None	cytoplasm	pid_4896;pid_79368	pid_4896:1.0;pid_79368:1.0	None
pid_79376	G-beta/gamma;GNB1/GNG2	None	cytoplasm	pid_13840;pid_13854	pid_13840:1.0;pid_13854:1.0	None
pid_79379	G-beta/gamma/HDAC5	inactivating-residue-modification	cytoplasm	pid_13840;pid_13854;pid_22704	pid_13840:1.0;pid_13854:1.0;pid_22704:1.0	None
pid_79400	HDAC4/SRF	inactivating-residue-modification	nucleus	pid_52313;pid_7781	pid_52313:1.0;pid_7781:1.0	None
pid_79417	HDAC5/RFXANK	None	nucleus	pid_22704;pid_79418	pid_22704:1.0;pid_79418:1.0	None
pid_79427	HDAC4/CaMK-II-delta-B	None	nucleus	pid_7781;pid_79428	pid_7781:1.0;pid_79428:1.0	None
pid_79439	HDAC4/RFXANK	None	nucleus	pid_7781;pid_79418	pid_7781:1.0;pid_79418:1.0	None
pid_79446	GATA2/HDAC5	None	nucleus	pid_22419;pid_22704	pid_22419:1.0;pid_22704:1.0	None
pid_79455	SUMO1/HDAC4	None	cytoplasm	pid_22435;pid_79456	pid_22435:1.0;pid_79456:1.0	None
pid_79470	HDAC4/YWHAB	None	cytoplasm	pid_4898;pid_79471	pid_4898:1.0;pid_79471:1.0	None
pid_79477	Tubulin	None	cytoplasm	pid_79478;pid_79482	pid_79478:1.0;pid_79482:1.0	None
pid_79488	Tubulin/HDAC6	None	cytoplasm	pid_22705;pid_79489;pid_79491	pid_22705:1.0;pid_79489:1.0;pid_79491:1.0	None
pid_79511	GATA1/HDAC4	None	nucleus	pid_16416;pid_7781	pid_16416:1.0;pid_7781:1.0	None
pid_79520	HDAC4/Ubc9	None	nucleus	pid_22454;pid_7781	pid_22454:1.0;pid_7781:1.0	None
pid_79534	HDAC5/YWHAB	None	cytoplasm	pid_4898;pid_79368	pid_4898:1.0;pid_79368:1.0	None
pid_79546	Hsp90/HDAC6	None	cytoplasm	pid_22705;pid_38554	pid_22705:1.0;pid_38554:1.0	None
pid_79560	HDAC4/CaMK-II-delta-B	None	cytoplasm	pid_7781;pid_79428	pid_7781:1.0;pid_79428:1.0	None
pid_79570	HDAC4/14-3-3-E	None	cytoplasm	pid_4896;pid_79471	pid_4896:1.0;pid_79471:1.0	None
pid_79580	HDAC4/HDAC3/SMRT-(N-CoR2)	None	nucleus	pid_22376;pid_22642;pid_7781	pid_22376:1.0;pid_22642:1.0;pid_7781:1.0	None
pid_79599	HDAC4/MEF2C	inactivating-residue-modification	nucleus	pid_7781;pid_79600	pid_7781:1.0;pid_79600:1.0	None
pid_79616	HDAC4/ER-alpha	inactivating-residue-modification	nucleus	pid_7379;pid_7781	pid_7379:1.0;pid_7781:1.0	None
pid_79637	HDAC5/ANKRA2	None	nucleus	pid_22704;pid_79638	pid_22704:1.0;pid_79638:1.0	None
pid_79648	Glucocorticoid-receptor/Hsp90/HDAC6	None	cytoplasm	pid_22705;pid_38554;pid_79649	pid_22705:1.0;pid_38554:1.0;pid_79649:1.0	None
pid_79655	Glucocorticoid-receptor/Hsp90/HDAC6	None	nucleus	pid_22705;pid_38554;pid_79649	pid_22705:1.0;pid_38554:1.0;pid_79649:1.0	None
pid_79662	BCL6/BCoR	None	None	pid_45341;pid_79663	pid_45341:1.0;pid_79663:1.0	None
pid_79668	HDAC5/BCL6/BCoR	None	nucleus	pid_22704;pid_45341;pid_79663	pid_22704:1.0;pid_45341:1.0;pid_79663:1.0	None
pid_79679	HDAC4/ANKRA2	None	nucleus	pid_7781;pid_79638	pid_7781:1.0;pid_79638:1.0	None
pid_79691	GATA1/HDAC5	inactivating-residue-modification	nucleus	pid_16416;pid_22704	pid_16416:1.0;pid_22704:1.0	None
pid_79703	HDAC7/HDAC3	activating-residue-modification	nucleus	pid_22376;pid_79704	pid_22376:1.0;pid_79704:1.0	None
pid_7970	E2/ERA-(dimer)/TIF2/CoCoA	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_7475;pid_7971	pid_7376:1.0;pid_7379:2.0;pid_7475:1.0;pid_7971:1.0	None
pid_79719	RAC1/GTP/NOX1/NOXA1/NOXO1	None	None	pid_24894;pid_3114;pid_79720;pid_79723;pid_79727	pid_24894:1.0;pid_3114:1.0;pid_79720:1.0;pid_79723:1.0;pid_79727:1.0	None
pid_79740	NOX1/NOXA1/NOXO1	None	None	pid_79720;pid_79727;pid_79741	pid_79720:1.0;pid_79727:1.0;pid_79741:1.0	None
pid_79768	RAC1/GDP/RHOGDI;RHOGDI/RAC1/GDP	inactivating-residue-modification	None	pid_24894;pid_3119;pid_3349	pid_24894:1.0;pid_3119:1.0;pid_3349:1.0	None
pid_79784	p47-Phox/p67-Phox	None	None	pid_79785;pid_79788	pid_79785:1.0;pid_79788:1.0	None
pid_79793	p47-Phox/p67-Phox	None	cytoplasm	pid_79788;pid_79794	pid_79788:1.0;pid_79794:1.0	None
pid_79819	p130-CAS/CRK	None	None	pid_21541;pid_21797	pid_21541:1.0;pid_21797:1.0	None
pid_79851	p47-Phox/p67-Phox/cytochrome-b-245/RAC1/GTP	None	integral-to-membrane	pid_24894;pid_3114;pid_79788;pid_79794;pid_79852;pid_79855	pid_24894:1.0;pid_3114:1.0;pid_79788:1.0;pid_79794:1.0;pid_79852:1.0;pid_79855:1.0	None
pid_79880	p47-Phox/p67-Phox/cytochrome-b-245	None	integral-to-membrane	pid_79788;pid_79794;pid_79852;pid_79855	pid_79788:1.0;pid_79794:1.0;pid_79852:1.0;pid_79855:1.0	None
pid_79908	Arp2/3-complex	None	None	pid_79909;pid_79912;pid_79915;pid_79918;pid_79921;pid_79924;pid_79927	pid_79909:1.0;pid_79912:1.0;pid_79915:1.0;pid_79918:1.0;pid_79921:1.0;pid_79924:1.0;pid_79927:1.0	None
pid_79937	Arp2/3-complex	activating-residue-modification	None	pid_79909;pid_79912;pid_79915;pid_79918;pid_79921;pid_79924;pid_79927	pid_79909:1.0;pid_79912:1.0;pid_79915:1.0;pid_79918:1.0;pid_79921:1.0;pid_79924:1.0;pid_79927:1.0	None
pid_79949	WAVE2/Nap1/Sra1/AbI1/HSPC300;WAVE2/Nap1/Sra1/ABI1/HSPC300	activating-residue-modification	plasma-membrane	pid_27844;pid_27847;pid_27850;pid_79950;pid_79951	pid_27844:1.0;pid_27847:1.0;pid_27850:1.0;pid_79950:1.0;pid_79951:1.0	None
pid_79964	STAT3-(dimer);STAT3-(dimer)-active	None	cytoplasm	pid_22119	pid_22119:2.0	None
pid_79966	STAT3-(dimer);STAT3-(dimer)-active	activating-residue-modification	nucleus	pid_22119	pid_22119:2.0	None
pid_79986	RAC1/GTP/IQGAP1	activating-residue-modification	plasma-membrane	pid_24894;pid_27010;pid_3114	pid_24894:1.0;pid_27010:1.0;pid_3114:1.0	None
pid_799	WNT5A/ROR2	inactivating-residue-modification	integral-to-membrane	pid_319;pid_397	pid_319:1.0;pid_397:1.0	None
pid_80009	STAT5A-(dimer);STAT5A-(dimer)-active	None	cytoplasm	pid_7616	pid_7616:2.0	None
pid_80011	STAT5A-(dimer);STAT5A-(dimer)-active	activating-residue-modification	nucleus	pid_7616	pid_7616:2.0	None
pid_80025	WAVE1/Sra1/Nap1/HSPC300/ABI2	activating-residue-modification	plasma-membrane	pid_27847;pid_27850;pid_79951;pid_80026;pid_80030	pid_27847:1.0;pid_27850:1.0;pid_79951:1.0;pid_80026:1.0;pid_80030:1.0	None
pid_80064	cytochrome-b-245	None	integral-to-membrane	pid_79852;pid_79855	pid_79852:1.0;pid_79855:1.0	None
pid_80164	WAVE1/Sra1/Nap1/HSPC300/ABI2	inactivating-residue-modification	cytoplasm	pid_27847;pid_27850;pid_79951;pid_80026;pid_80030	pid_27847:1.0;pid_27850:1.0;pid_79951:1.0;pid_80026:1.0;pid_80030:1.0	None
pid_80186	WAVE2/Nap1/Sra1/AbI1/HSPC300;WAVE2/Nap1/Sra1/ABI1/HSPC300	inactivating-residue-modification	cytoplasm	pid_27844;pid_27847;pid_27850;pid_79950;pid_79951	pid_27844:1.0;pid_27847:1.0;pid_27850:1.0;pid_79950:1.0;pid_79951:1.0	None
pid_80210	E-cadherin/Ca2+/beta-catenin/alpha-catenin	None	cell-cell-junction	pid_26204;pid_26211;pid_26214;pid_8546	pid_26204:1.0;pid_26211:1.0;pid_26214:1.0;pid_8546:1.0	None
pid_80215	E-cadherin/beta-catenin/IQGAP1	None	plasma-membrane	pid_26204;pid_26214;pid_27010	pid_26204:1.0;pid_26214:1.0;pid_27010:1.0	None
pid_8023	ERA/PP32	None	nucleus	pid_7408;pid_8020	pid_7408:1.0;pid_8020:1.0	None
pid_8064	ERA/SMRT	None	None	pid_7379;pid_8061	pid_7379:1.0;pid_8061:1.0	None
pid_80682	LPA/LPA1	None	None	pid_80683;pid_80685	pid_80683:1.0;pid_80685:1.0	None
pid_80703	LPA/LPA2	None	None	pid_80683;pid_80704	pid_80683:1.0;pid_80704:1.0	None
pid_80715	PI3K-beta	None	plasma-membrane	pid_14279;pid_9148	pid_14279:1.0;pid_9148:1.0	None
pid_80718	PI3K-beta	activating-residue-modification	plasma-membrane	pid_14279;pid_9148	pid_14279:1.0;pid_9148:1.0	None
pid_80737	LPA/LPA1-2-3	None	None	pid_80683;pid_80738	pid_80683:1.0;pid_80738:1.0	None
pid_80767	EGFR/PI3K-beta/Gab1	None	plasma-membrane	pid_14279;pid_31120;pid_71413;pid_9148	pid_14279:1.0;pid_31120:1.0;pid_71413:1.0;pid_9148:1.0	None
pid_8076	ERA/NCOR1	None	None	pid_7379;pid_8073	pid_7379:1.0;pid_8073:1.0	None
pid_80778	HB-EGF/EGFR	activating-residue-modification	None	pid_80779;pid_80781	pid_80779:1.0;pid_80781:1.0	None
pid_80794	G12/G13	activating-residue-modification	cytoplasm	pid_26806;pid_26807	pid_26806:1.0;pid_26807:1.0	None
pid_80851	TRIP6/p130-Cas/FAK1/Paxillin	None	None	pid_21537;pid_21541;pid_80698;pid_80852	pid_21537:1.0;pid_21541:1.0;pid_80698:1.0;pid_80852:1.0	None
pid_80852	FAK1/Paxillin	activating-residue-modification	cytoplasm	None	None	None
pid_80890	Gi(beta/gamma)	activating-residue-modification	cytoplasm	pid_13840;pid_13854;pid_14166	pid_13840:1.0;pid_13854:1.0;pid_14166:1.0	None
pid_80941	LPA/LPA2/NHERF2	None	None	pid_80683;pid_80704;pid_80942	pid_80683:1.0;pid_80704:1.0;pid_80942:1.0	None
pid_8101	E2/ERA-(dimer)/MED1	activating-residue-modification	nucleus	pid_7376;pid_7379;pid_8098	pid_7376:1.0;pid_7379:2.0;pid_8098:1.0	None
pid_81126	LPA/LPA3	None	None	pid_80683;pid_81125	pid_80683:1.0;pid_81125:1.0	None
pid_81196	LPA/LPA2/MAGI-3	None	None	pid_80683;pid_80704;pid_81193	pid_80683:1.0;pid_80704:1.0;pid_81193:1.0	None
pid_81240	TRIP6/p130-Cas/FAK1/Paxillin	None	None	pid_21797;pid_80698;pid_80852	pid_21797:1.0;pid_80698:1.0;pid_80852:1.0	None
pid_82042	MYC/Max/HDAC3	None	nucleus	pid_22376;pid_22395;pid_7555	pid_22376:1.0;pid_22395:1.0;pid_7555:1.0	None
pid_82141	MIZ-1/IRF8	None	nucleus	pid_48308;pid_56225	pid_48308:1.0;pid_56225:1.0	None
pid_82188	MYC/Max/MIZ-1/ZO2	None	nucleus	pid_22395;pid_48308;pid_7555;pid_82185	pid_22395:1.0;pid_48308:1.0;pid_7555:1.0;pid_82185:1.0	None
pid_82242	MYC/Max/MIZ-1/DNMT3A/GFI1	None	nucleus	pid_22395;pid_48308;pid_7555;pid_82243;pid_82246	pid_22395:1.0;pid_48308:1.0;pid_7555:1.0;pid_82243:1.0;pid_82246:1.0	None
pid_82265	NF-Y	None	None	pid_72925;pid_72928;pid_72931	pid_72925:1.0;pid_72928:1.0;pid_72931:1.0	None
pid_82270	MYC/Max/NF-Y	None	nucleus	pid_22395;pid_72925;pid_72928;pid_72931;pid_7555	pid_22395:1.0;pid_72925:1.0;pid_72928:1.0;pid_72931:1.0;pid_7555:1.0	None
pid_82338	MIZ-1/p300	None	nucleus	pid_48308;pid_7834	pid_48308:1.0;pid_7834:1.0	None
pid_82423	SMAD2-3/SMAD4/SP1	None	None	pid_15974;pid_7892;pid_82424	pid_15974:1.0;pid_7892:1.0;pid_82424:1.0	None
pid_82435	SMAD2-3/SMAD4/MYC/Max/MIZ-1	None	nucleus	pid_22395;pid_48308;pid_7555;pid_7892;pid_82424	pid_22395:1.0;pid_48308:1.0;pid_7555:1.0;pid_7892:1.0;pid_82424:1.0	None
pid_82500	SMAD2-3/SMAD4	None	nucleus	pid_7892;pid_82424	pid_7892:1.0;pid_82424:1.0	None
pid_82812	MYC/Max/Cbp/p300	activating-residue-modification	nucleus	pid_22395;pid_48386;pid_62956	pid_22395:1.0;pid_48386:1.0;pid_62956:1.0	None
pid_82834	MYC/Max/PIM1	None	nucleus	pid_22395;pid_48162;pid_82835	pid_22395:1.0;pid_48162:1.0;pid_82835:1.0	None
pid_82913	MYC/Max	activating-residue-modification	nucleus	pid_22395;pid_48386	pid_22395:1.0;pid_48386:1.0	None
pid_82945	SMAD3/SMAD4	activating-residue-modification	nucleus	pid_7892;pid_82428	pid_7892:1.0;pid_82428:1.0	None
pid_83041	MYC/Max/RPL11	None	nucleolus	pid_22395;pid_48162;pid_82989	pid_22395:1.0;pid_48162:1.0;pid_82989:1.0	None
pid_83256	RNA-polymerase-transcription-factor-SL1-complex	None	None	None	None	None
pid_83419	IL2/IL2R	activating-residue-modification	integral-to-membrane	pid_32986;pid_55797;pid_83420;pid_83421	pid_32986:1.0;pid_55797:1.0;pid_83420:1.0;pid_83421:1.0	None
pid_83516	NFAT1-c-4-(dimer)/EGR1	None	None	pid_18498;pid_83513	pid_18498:2.0;pid_83513:1.0	None
pid_83565	ERK1-2/ELK1	activating-residue-modification	nucleus	pid_4936;pid_83566	pid_4936:1.0;pid_83566:1.0	None
pid_83657	NFAT1-c-4-(dimer)/EGR4	None	None	pid_18498;pid_83658	pid_18498:2.0;pid_83658:1.0	None
pid_84040	FANCD2/FANCI	None	chromatin	pid_84041;pid_84046	pid_84041:1.0;pid_84046:1.0	None
pid_84055	FANCD2/FANCI	None	nucleus	pid_84056;pid_84057	pid_84056:1.0;pid_84057:1.0	None
pid_84063	UAF1/USP1	None	chromatin	pid_84064;pid_84067	pid_84064:1.0;pid_84067:1.0	None
pid_84079	FANCG/BRCA2/FANCD2/XRCC3	None	None	pid_16382;pid_40972;pid_84080;pid_84082	pid_16382:1.0;pid_40972:1.0;pid_84080:1.0;pid_84082:1.0	None
pid_84096	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1	activating-residue-modification	nucleus	pid_38544;pid_38547;pid_40395;pid_41172;pid_84097;pid_84099;pid_84101;pid_84105;pid_84107;pid_84109;pid_84111;pid_84117;pid_84119;pid_84122	pid_38544:1.0;pid_38547:1.0;pid_40395:1.0;pid_41172:1.0;pid_84097:1.0;pid_84099:1.0;pid_84101:1.0;pid_84105:1.0;pid_84107:1.0;pid_84109:1.0;pid_84111:1.0;pid_84117:1.0;pid_84119:1.0;pid_84122:1.0	None
pid_84142	FANCD2/FANCI/BRCA2/PALB2	None	chromatin	pid_16382;pid_84041;pid_84046;pid_84143	pid_16382:1.0;pid_84041:1.0;pid_84046:1.0;pid_84143:1.0	None
