#id	E	F	R	interactionType	E&Fstoichiometry	spontaneous	conversiondirection	evidence	xref
pid_58105	pid_25011;pid_3114	pid_26656;pid_3119	pid_58110	BiochemicalReaction	pid_25011:1.0;pid_26656:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19470583
pid_58112	pid_57763;pid_58113	pid_58116	None	ComplexAssembly	pid_57763:1.0;pid_58113:1.0;pid_58116:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10816592
pid_58124	pid_58080	pid_58091	pid_58127	BiochemicalReaction	pid_58080:1.0;pid_58091:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18480266
pid_58129	pid_57980	None	None	ComplexAssembly	pid_57980:1.0	true	None	None	Pubmed:17137800
pid_58131	pid_55845	pid_57881	pid_58134	BiochemicalReaction	pid_55845:1.0;pid_57881:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:19470583
pid_58137	pid_58138;pid_58142	pid_58147	None	ComplexAssembly	pid_58138:1.0;pid_58142:1.0;pid_58147:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16980609;Pubmed:9242610;Pubmed:9314565
pid_58158	pid_58159	pid_58160	pid_58165	BiochemicalReaction	pid_58159:1.0;pid_58160:1.0	null	None	None	Pubmed:10521396;Pubmed:11461927
pid_58178	pid_58179	pid_58181	pid_58196;pid_58203	ComplexAssembly	pid_58179:2.0;pid_58181:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16319225;Pubmed:16980609;Pubmed:9242610;Pubmed:9311998
pid_58213	pid_35546;pid_58214	pid_58220	None	ComplexAssembly	pid_35546:1.0;pid_58214:1.0;pid_58220:1.0	true	None	inferred-from-genetic-interaction:ECO:0000011	Pubmed:10521444;Pubmed:10958661
pid_58233	pid_9522	pid_58234	pid_58237	BiochemicalReaction	pid_58234:1.0;pid_9522:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10521444;Pubmed:10958661
pid_58241	pid_58242	pid_14271	pid_58245	BiochemicalReaction	pid_14271:1.0;pid_58242:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12668516
pid_58248	pid_58249	pid_58251	pid_58255;pid_58256	BiochemicalReaction	pid_58249:1.0;pid_58251:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16636669
pid_58264	pid_4928	pid_4936	pid_58267	BiochemicalReaction	pid_4928:1.0;pid_4936:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11278665;Pubmed:12668516
pid_58271	pid_58181	None	None	ComplexAssembly	pid_58181:1.0	true	None	None	None
pid_58273	pid_50583	None	None	BiochemicalReaction	pid_50583:1.0	true	None	inferred-from-genetic-interaction:ECO:0000011;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16636669
pid_58277	pid_58138;pid_58278	pid_58283	None	ComplexAssembly	pid_58138:1.0;pid_58278:1.0;pid_58283:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9082980
pid_58291	pid_50538;pid_58159;pid_58292	pid_58296	None	ComplexAssembly	pid_50538:1.0;pid_58159:1.0;pid_58292:1.0;pid_58296:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10958661;Pubmed:16940186;Pubmed:9430227
pid_582	pid_361;pid_364;pid_583	pid_586	None	ComplexAssembly	pid_361:1.0;pid_364:1.0;pid_583:1.0;pid_586:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15923619
pid_58309	pid_29125	pid_58238	pid_58312	BiochemicalReaction	pid_29125:1.0;pid_58238:1.0	null	None	inferred-from-genetic-interaction:ECO:0000011	Pubmed:10521444
pid_58314	pid_58315	pid_58166	pid_58318;pid_58328	ComplexAssembly	pid_58166:1.0;pid_58315:2.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10783243;Pubmed:10894160;Pubmed:10894161;Pubmed:11278665;Pubmed:11376335;Pubmed:16940186;Pubmed:9311998
pid_58336	pid_50971;pid_58257	pid_58197	None	ComplexAssembly	pid_50971:1.0;pid_58197:1.0;pid_58257:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10783243;Pubmed:10894160;Pubmed:10894161
pid_58342	pid_58343	pid_58347	pid_58354;pid_58357	BiochemicalReaction	pid_58343:1.0;pid_58347:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10958661;Pubmed:11461927;Pubmed:9430227
pid_58361	pid_9871	pid_9793	pid_58364	BiochemicalReaction	pid_9793:1.0;pid_9871:1.0	null	None	inferred-from-genetic-interaction:ECO:0000011	Pubmed:10521444
pid_58373	pid_14271	None	None	ComplexAssembly	pid_14271:1.0	true	None	None	None
pid_58375	pid_58343	pid_58347	pid_58378;pid_58379	BiochemicalReaction	pid_58343:1.0;pid_58347:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10958661;Pubmed:11461927;Pubmed:9430227
pid_58388	pid_58179	pid_58181	pid_58391	ComplexAssembly	pid_58179:2.0;pid_58181:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9242610;Pubmed:9311998
pid_58394	pid_35546;pid_58296	pid_58365	None	ComplexAssembly	pid_35546:1.0;pid_58296:1.0;pid_58365:1.0	true	None	inferred-from-genetic-interaction:ECO:0000011	Pubmed:10521444;Pubmed:10958661
pid_58399	pid_58347	None	None	ComplexAssembly	pid_58347:1.0	true	None	None	None
pid_58401	pid_50538;pid_58159;pid_58197	pid_58214	None	ComplexAssembly	pid_50538:1.0;pid_58159:1.0;pid_58197:1.0;pid_58214:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16940186;Pubmed:9430227
pid_58407	pid_58283;pid_58408	pid_58411	None	ComplexAssembly	pid_58283:1.0;pid_58408:1.0;pid_58411:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11376335
pid_58421	pid_50992	pid_50583	pid_58424	BiochemicalReaction	pid_50583:1.0;pid_50992:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16636669
pid_58427	pid_58315	pid_58166	pid_58430;pid_58431	ComplexAssembly	pid_58166:1.0;pid_58315:2.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10783243;Pubmed:10894160;Pubmed:10894161;Pubmed:15105837;Pubmed:16940186;Pubmed:9311998
pid_58441	pid_9871	pid_9793	pid_58444	BiochemicalReaction	pid_9793:1.0;pid_9871:1.0	null	None	inferred-from-genetic-interaction:ECO:0000011	Pubmed:10521444
pid_58449	pid_58138;pid_58204	pid_58383	None	ComplexAssembly	pid_58138:1.0;pid_58204:1.0;pid_58383:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9430226
pid_58454	pid_50971;pid_58283	pid_58292	None	ComplexAssembly	pid_50971:1.0;pid_58283:1.0;pid_58292:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10783243;Pubmed:10894160;Pubmed:10894161
pid_58459	pid_58138;pid_58460	pid_58257	None	ComplexAssembly	pid_58138:1.0;pid_58257:1.0;pid_58460:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9242610;Pubmed:9311998
pid_58466	pid_50971;pid_58411	pid_58319	None	ComplexAssembly	pid_50971:1.0;pid_58319:1.0;pid_58411:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11376335
pid_58472	pid_58166	None	None	ComplexAssembly	pid_58166:1.0	true	None	None	None
pid_58474	pid_58315	pid_58166	pid_58477;pid_58478	ComplexAssembly	pid_58166:1.0;pid_58315:2.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10783243;Pubmed:10894160;Pubmed:10894161;Pubmed:11376335;Pubmed:15105837;Pubmed:16940186;Pubmed:9311998
pid_58620	pid_58249	pid_58251	pid_58623	BiochemicalReaction	pid_58249:1.0;pid_58251:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10026132;Pubmed:10187805;Pubmed:7923351
pid_58641	pid_58642	pid_58651;pid_58657	pid_58663	ComplexAssembly	pid_58642:1.0;pid_58651:1.0;pid_58657:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18450452
pid_58671	pid_58672	pid_58689	pid_58693	BiochemicalReaction	pid_58672:1.0;pid_58689:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9405407;Pubmed:9712898
pid_58699	pid_58700;pid_58702	pid_58703;pid_58706	None	ComplexAssembly	pid_58700:1.0;pid_58702:1.0;pid_58703:1.0;pid_58706:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:2158863;Pubmed:9915703
pid_58718	pid_58719	pid_58700	pid_58723	BiochemicalReaction	pid_58700:1.0;pid_58719:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9034190
pid_58728	pid_29102	pid_58729	pid_58733	BiochemicalReaction	pid_29102:1.0;pid_58729:1.0	null	None	None	Pubmed:9384583
pid_58735	pid_14061	pid_42051	pid_58738	BiochemicalReaction	pid_14061:1.0;pid_42051:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9639556;Pubmed:9712898
pid_58740	pid_35546;pid_36809;pid_58159;pid_58741	pid_58746;pid_58752	pid_58764	ComplexAssembly	pid_35546:1.0;pid_36809:2.0;pid_58159:1.0;pid_58741:1.0;pid_58746:1.0;pid_58752:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10848577;Pubmed:12917689;Pubmed:12917690;Pubmed:12917691;Pubmed:16543241;Pubmed:16603398;Pubmed:8565075;Pubmed:8612133;Pubmed:9915703
pid_58779	pid_58315	pid_58166	pid_58782;pid_58783	ComplexAssembly	pid_58166:1.0;pid_58315:2.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15357952;Pubmed:17024246;Pubmed:8681376
pid_58798	pid_58799	pid_21271	pid_58804	BiochemicalReaction	pid_21271:1.0;pid_58799:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10356400;Pubmed:11684013
pid_58819	pid_16709;pid_58820	pid_58832	None	ComplexAssembly	pid_16709:1.0;pid_58820:1.0;pid_58832:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12391233
pid_58846	pid_50971;pid_58651	pid_58624	pid_58850	ComplexAssembly	pid_50971:1.0;pid_58624:1.0;pid_58651:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15357952;Pubmed:17024246;Pubmed:8565075
pid_58854	pid_20951;pid_20952;pid_58746	pid_58805	None	ComplexAssembly	pid_20951:1.0;pid_20952:1.0;pid_58746:1.0;pid_58805:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10356400
pid_58860	pid_58719;pid_58861	pid_58867	None	ComplexAssembly	pid_58719:1.0;pid_58861:1.0;pid_58867:1.0	true	None	None	Pubmed:8521496
pid_58874	pid_42113	pid_21754;pid_58875	pid_58880;pid_58881	ComplexAssembly	pid_21754:1.0;pid_42113:1.0;pid_58875:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:8974401;Pubmed:9564042;Pubmed:9774977
pid_58884	pid_42051	None	None	BiochemicalReaction	pid_42051:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10097111;Pubmed:8974401
pid_58889	pid_9871	pid_9793	pid_58892	BiochemicalReaction	pid_9793:1.0;pid_9871:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9712898
pid_58895	pid_21176;pid_58896	pid_58905	None	ComplexAssembly	pid_21176:1.0;pid_58896:1.0;pid_58905:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11429546;Pubmed:16260783
pid_58924	pid_58706;pid_58821;pid_58824	pid_58820	None	ComplexAssembly	pid_58706:1.0;pid_58820:1.0;pid_58821:1.0;pid_58824:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:8808629
pid_58932	pid_58343	pid_58347	pid_58935	BiochemicalReaction	pid_58343:1.0;pid_58347:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10795740;Pubmed:11429546;Pubmed:15218148;Pubmed:16260783
pid_58941	pid_50992	pid_50583	pid_58944	BiochemicalReaction	pid_50583:1.0;pid_50992:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11031259;Pubmed:1313189
pid_58949	pid_58746;pid_58950	pid_58896	None	ComplexAssembly	pid_58746:1.0;pid_58896:1.0;pid_58950:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16260783;Pubmed:16543241;Pubmed:16603398
pid_58967	pid_58706;pid_58968	pid_58960	None	ComplexAssembly	pid_58706:1.0;pid_58960:1.0;pid_58968:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9115275
pid_58974	pid_58975	pid_58861	pid_58981	BiochemicalReaction	pid_58861:1.0;pid_58975:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10510344
pid_58984	pid_58347	None	None	ComplexAssembly	pid_58347:1.0	true	None	None	None
pid_58986	pid_14061	pid_42051	pid_58989	BiochemicalReaction	pid_14061:1.0;pid_42051:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8974401
pid_58991	pid_50538;pid_58706	pid_58741	None	ComplexAssembly	pid_50538:1.0;pid_58706:1.0;pid_58741:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:7758105;Pubmed:9915703
pid_58997	pid_29102	pid_58729	pid_59000	BiochemicalReaction	pid_29102:1.0;pid_58729:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8974401
pid_59002	pid_58166	None	None	ComplexAssembly	pid_58166:1.0	true	None	None	None
pid_59004	pid_50583	None	None	BiochemicalReaction	pid_50583:1.0	true	None	None	Pubmed:11031259
pid_59006	pid_58867;pid_59007	pid_59010	None	ComplexAssembly	pid_58867:1.0;pid_59007:1.0;pid_59010:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:8069916
pid_59022	pid_35549;pid_35567;pid_58746;pid_59010	pid_58784;pid_59023;pid_59031	None	ComplexAssembly	pid_35549:1.0;pid_35567:1.0;pid_58746:1.0;pid_58784:1.0;pid_59010:1.0;pid_59023:1.0;pid_59031:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11907583;Pubmed:12077366;Pubmed:8943045
pid_59045	pid_58642	pid_58651;pid_59046	pid_59050	ComplexAssembly	pid_58642:1.0;pid_58651:1.0;pid_59046:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15258597;Pubmed:8692885
pid_59063	pid_58746	pid_58642	None	Transport	pid_58642:1.0;pid_58746:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10187805;Pubmed:15793306
pid_59169	pid_24610	None	None	BiochemicalReaction	pid_24610:1.0	true	None	None	None
pid_59171	pid_59172	None	None	BiochemicalReaction	pid_59172:1.0	true	None	None	None
pid_59176	pid_59177	pid_24610;pid_30985;pid_59172;pid_59180	None	BiochemicalReaction	pid_24610:1.0;pid_30985:1.0;pid_59172:1.0;pid_59177:1.0;pid_59180:1.0	true	None	None	None
pid_59186	pid_59180	None	None	BiochemicalReaction	pid_59180:1.0	true	None	None	None
pid_59188	pid_30985	None	None	BiochemicalReaction	pid_30985:1.0	true	None	None	None
pid_59592	pid_59577;pid_59593	pid_59596	None	ComplexAssembly	pid_59577:1.0;pid_59593:1.0;pid_59596:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12914968
pid_59605	pid_59606	pid_59610	pid_59618	BiochemicalReaction	pid_59606:1.0;pid_59610:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15249209
pid_59653	pid_59577;pid_59654;pid_59659	pid_59662	None	ComplexAssembly	pid_59577:1.0;pid_59654:1.0;pid_59659:1.0;pid_59662:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10196157
pid_59674	pid_59577;pid_59675	pid_59677	None	ComplexAssembly	pid_59577:1.0;pid_59675:1.0;pid_59677:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11375980;Pubmed:15063764
pid_59690	pid_24972;pid_59577;pid_59691	pid_59576	None	ComplexAssembly	pid_24972:2.0;pid_59576:1.0;pid_59577:1.0;pid_59691:2.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16723715
pid_59707	pid_59577;pid_59635;pid_59708;pid_59711	pid_59619	None	ComplexAssembly	pid_59577:1.0;pid_59619:1.0;pid_59635:1.0;pid_59708:1.0;pid_59711:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15249209
pid_59721	pid_59722	None	None	BiochemicalReaction	pid_59722:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12649175
pid_59726	pid_59577;pid_59727	pid_59729	None	ComplexAssembly	pid_59577:1.0;pid_59727:1.0;pid_59729:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:1400362
pid_59738	pid_59577;pid_59739	pid_59743	None	ComplexAssembly	pid_59577:1.0;pid_59739:1.0;pid_59743:1.0	true	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12649175
pid_59754	pid_59577;pid_59755	pid_59759	None	ComplexAssembly	pid_59577:1.0;pid_59755:1.0;pid_59759:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10514475
pid_59769	pid_59577;pid_59770	pid_59778	None	ComplexAssembly	pid_59577:1.0;pid_59770:1.0;pid_59778:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16923158;Pubmed:18717736
pid_59792	pid_59610	None	None	BiochemicalReaction	pid_59610:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15249209
pid_59799	pid_59577;pid_59699	pid_59698	None	ComplexAssembly	pid_59577:1.0;pid_59698:1.0;pid_59699:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15084524
pid_59812	pid_59813	pid_59722	pid_59816	BiochemicalReaction	pid_59722:1.0;pid_59813:1.0	null	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12649175
pid_59819	pid_59820	pid_59821;pid_59822	None	Transport	pid_59820:2.0;pid_59821:1.0;pid_59822:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:12972423
pid_59831	pid_59577;pid_59832	pid_59833	None	ComplexAssembly	pid_59577:1.0;pid_59832:1.0;pid_59833:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9949192
pid_60087	pid_60088	None	None	ComplexAssembly	pid_60088:1.0	true	None	None	None
pid_60095	pid_60096	None	None	ComplexAssembly	pid_60096:1.0	true	None	None	None
pid_60107	pid_40410	None	None	ComplexAssembly	pid_40410:1.0	true	None	None	None
pid_60109	pid_60110	None	None	ComplexAssembly	pid_60110:1.0	true	None	None	None
pid_60114	pid_60115	None	None	ComplexAssembly	pid_60115:1.0	true	None	None	None
pid_60125	pid_60126	None	None	ComplexAssembly	pid_60126:1.0	true	None	None	None
pid_60130	pid_60131	None	None	ComplexAssembly	pid_60131:1.0	true	None	None	None
pid_60138	pid_60139	None	None	ComplexAssembly	pid_60139:1.0	true	None	None	None
pid_60146	pid_57763	None	None	ComplexAssembly	pid_57763:1.0	true	None	None	None
pid_60148	pid_60149	None	None	ComplexAssembly	pid_60149:1.0	true	None	None	None
pid_60153	pid_60154	None	None	ComplexAssembly	pid_60154:1.0	true	None	None	None
pid_60161	pid_57763	None	None	ComplexAssembly	pid_57763:1.0	true	None	None	None
pid_60163	pid_60088	None	None	ComplexAssembly	pid_60088:1.0	true	None	None	None
pid_60165	pid_60166	None	None	ComplexAssembly	pid_60166:1.0	true	None	None	None
pid_60173	pid_60174	None	None	ComplexAssembly	pid_60174:1.0	true	None	None	None
pid_60183	pid_60184	None	None	ComplexAssembly	pid_60184:1.0	true	None	None	None
pid_60188	pid_60189	None	None	ComplexAssembly	pid_60189:1.0	true	None	None	None
pid_60196	pid_60197	None	None	ComplexAssembly	pid_60197:1.0	true	None	None	None
pid_60204	pid_60205	None	None	ComplexAssembly	pid_60205:1.0	true	None	None	None
pid_60212	pid_60213	None	None	ComplexAssembly	pid_60213:1.0	true	None	None	None
pid_60220	pid_60221	None	None	ComplexAssembly	pid_60221:1.0	true	None	None	None
pid_60228	pid_14453	None	None	ComplexAssembly	pid_14453:1.0	true	None	None	None
pid_60230	pid_60231	None	None	ComplexAssembly	pid_60231:1.0	true	None	None	None
pid_60235	pid_60236	None	None	ComplexAssembly	pid_60236:1.0	true	None	None	None
pid_60243	pid_60244	None	None	ComplexAssembly	pid_60244:1.0	true	None	None	None
pid_60251	pid_60252	None	None	ComplexAssembly	pid_60252:1.0	true	None	None	None
pid_60256	pid_60257	None	None	ComplexAssembly	pid_60257:1.0	true	None	None	None
pid_60264	pid_60265	None	None	ComplexAssembly	pid_60265:1.0	true	None	None	None
pid_60285	pid_60286	pid_60300	pid_60308	BiochemicalReaction	pid_60286:1.0;pid_60300:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15475003;Pubmed:18508924
pid_60324	pid_60325	pid_60332	None	Transport	pid_60325:1.0;pid_60332:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15465819;Pubmed:16382132
pid_60353	pid_60354	pid_60325	None	BiochemicalReaction	pid_60325:1.0;pid_60354:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10788520;Pubmed:11823423;Pubmed:12631709;Pubmed:12839496;Pubmed:15635092;Pubmed:16382132;Pubmed:16543144;Pubmed:17940017;Pubmed:18694561
pid_60375	pid_12880;pid_22171	pid_60376	None	ComplexAssembly	pid_12880:1.0;pid_22171:1.0;pid_60376:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11983899;Pubmed:12234920
pid_60388	pid_60286	pid_60389	pid_60394	BiochemicalReaction	pid_60286:1.0;pid_60389:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16120644;Pubmed:17052190;Pubmed:17121848
pid_60402	pid_60286;pid_60403	pid_60404	None	ComplexAssembly	pid_60286:1.0;pid_60403:1.0;pid_60404:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10567412;Pubmed:11408594
pid_60416	pid_60286	pid_60389	pid_60419	BiochemicalReaction	pid_60286:1.0;pid_60389:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15314065;Pubmed:17052190
pid_60428	pid_56070	None	None	BiochemicalReaction	pid_56070:1.0	true	None	None	Pubmed:18657070;Pubmed:9733512
pid_60432	pid_12880	pid_60433	None	Transport	pid_12880:1.0;pid_60433:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16914641
pid_60441	pid_60286;pid_60442	pid_60443	None	ComplexAssembly	pid_60286:1.0;pid_60442:1.0;pid_60443:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10567412;Pubmed:11408594;Pubmed:17363458;Pubmed:7925272
pid_60455	pid_30781;pid_60433;pid_60456	pid_60458	None	ComplexAssembly	pid_30781:1.0;pid_60433:1.0;pid_60456:1.0;pid_60458:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14505571;Pubmed:16407834;Pubmed:16892055
pid_60470	pid_60471	pid_60286;pid_60476	None	ComplexAssembly	pid_60286:1.0;pid_60471:1.0;pid_60476:1.0	true	None	None	None
pid_60482	pid_5646	pid_56070	pid_60485	BiochemicalReaction	pid_56070:1.0;pid_5646:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12242303;Pubmed:7925272
pid_60488	pid_3114;pid_47482	pid_3119;pid_5653	pid_60493	BiochemicalReaction	pid_3114:1.0;pid_3119:1.0;pid_47482:1.0;pid_5653:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10567412
pid_60502	pid_60389	pid_26325	None	Transport	pid_26325:1.0;pid_60389:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:18694561
pid_60506	pid_60507	pid_12030;pid_60513;pid_60514;pid_9054	None	ComplexAssembly	pid_12030:1.0;pid_60507:1.0;pid_60513:2.0;pid_60514:2.0;pid_9054:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11408594
pid_60521	pid_47719;pid_60286	pid_60522	None	ComplexAssembly	pid_47719:1.0;pid_60286:1.0;pid_60522:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10567412;Pubmed:12897150
