#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_81032	pid_80737	pid_81027	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15280372
pid_81033	pid_33538	pid_81027	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15280372
pid_81040	pid_81041	pid_81037	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:10601262;Pubmed:16452634
pid_81047	pid_78846	pid_28943	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7809106
pid_81054	pid_24885	pid_81050	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16687414
pid_81058	pid_30749	pid_81057	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16197369
pid_81065	pid_80936	pid_81061	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15143197
pid_81070	pid_78846	pid_81068	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:2551506
pid_81079	pid_80682	pid_81072	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16452634
pid_81080	pid_9317	pid_81072	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16452634
pid_81086	pid_81075	pid_81083	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16199135
pid_81101	pid_81102	pid_81097	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16452634
pid_81105	pid_73681	pid_30843	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15461590;Pubmed:15878967
pid_81113	pid_35272	pid_81110	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16197369
pid_81114	pid_80737	pid_81110	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16197369
pid_81117	pid_22050	pid_14121	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10420989;Pubmed:8805276
pid_81122	pid_80682	pid_81121	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15878967
pid_81135	pid_70827	pid_81132	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7510708;Pubmed:7527052
pid_81139	pid_74307	pid_81138	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15461590;Pubmed:15728708
pid_81143	pid_80835	pid_14037	INHIBITION	None	None	None
pid_81144	pid_24893	pid_27722	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12393875
pid_81152	pid_80737	pid_81147	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16687414
pid_81153	pid_33538	pid_81147	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16687414
pid_81159	pid_80703	pid_81156	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16199135
pid_81160	pid_81161	pid_81156	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16199135
pid_81167	pid_80737	pid_81164	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_81171	pid_81075	pid_81168	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10601262;Pubmed:16452634
pid_81179	pid_80703	pid_81174	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_81188	pid_80718	pid_81185	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:10766839;Pubmed:12181443;Pubmed:15928312
pid_81209	pid_81126	pid_81206	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_81213	pid_81126	pid_81210	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_81219	pid_81196	pid_81214	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16904289
pid_81222	pid_24893	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12393875
pid_8122	pid_7393	pid_8118	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15808510
pid_81234	pid_80754	pid_81225	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10644509
pid_81239	pid_81240	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14688263;Pubmed:15988003
pid_8123	pid_7560	pid_8118	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15808510
pid_81254	pid_70823	pid_71476	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7510708;Pubmed:7527052
pid_81260	pid_81175	pid_81257	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_81266	pid_80737	pid_81261	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10551845
pid_8128	pid_7393	pid_8127	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15808510
pid_8129	pid_7560	pid_8127	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15808510
pid_8136	pid_7375	pid_8132	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15304487
pid_82038	pid_48307	pid_82034	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16391002
pid_82056	pid_82057	pid_82052	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16940161
pid_82058	pid_72981	pid_82052	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16940161
pid_82059	pid_48307	pid_82052	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16940161
pid_82068	pid_48307	pid_82064	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15021909;Pubmed:18483244
pid_82069	pid_82042	pid_82064	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15021909;Pubmed:18483244
pid_82075	pid_82057	pid_82074	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17159920
pid_82076	pid_48307	pid_82074	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17159920
pid_82084	pid_48142	pid_82080	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82090	pid_48307	pid_82087	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16391002
pid_82096	pid_48142	pid_82093	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82101	pid_48142	pid_82100	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15021909;Pubmed:9869632
pid_82109	pid_48142	pid_82106	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82112	pid_48308	pid_77013	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9312026
pid_82113	pid_48307	pid_77013	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9312026
pid_82119	pid_48142	pid_82116	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82126	pid_48142	pid_82122	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:7870572
pid_82134	pid_48142	pid_82131	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:19219026
pid_82140	pid_82141	pid_82137	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15506972;Pubmed:18045875
pid_82144	pid_82145	pid_82137	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15506972;Pubmed:18045875
pid_82156	pid_48142	pid_82153	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82159	pid_48142	pid_82158	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18455888
pid_82167	pid_10424	pid_82163	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17471507
pid_82168	pid_72981	pid_82163	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17471507
pid_82169	pid_82170	pid_82163	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17471507
pid_82171	pid_82172	pid_82163	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17471507
pid_82174	pid_48307	pid_82163	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17471507
pid_82181	pid_48142	pid_82178	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82199	pid_48308	pid_82198	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12695333;Pubmed:16352593;Pubmed:17082179
pid_82200	pid_48307	pid_82198	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12695333;Pubmed:16352593;Pubmed:17082179
pid_82207	pid_48142	pid_82206	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82214	pid_48142	pid_82210	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82220	pid_48142	pid_82216	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12695333;Pubmed:7556187
pid_82228	pid_48142	pid_82225	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82235	pid_48142	pid_82231	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17485441
pid_82239	pid_74032	pid_82238	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10920185;Pubmed:12384701;Pubmed:12545156;Pubmed:15616584;Pubmed:20190815
pid_82240	pid_82057	pid_82238	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10920185;Pubmed:12384701;Pubmed:12545156;Pubmed:15616584;Pubmed:20190815
pid_82241	pid_82242	pid_82238	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10920185;Pubmed:12384701;Pubmed:12545156;Pubmed:15616584;Pubmed:20190815
pid_82264	pid_82265	pid_82263	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11282029
pid_82269	pid_82270	pid_82263	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11282029
pid_82281	pid_48142	pid_82280	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17485441
pid_82287	pid_48142	pid_82283	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82293	pid_48142	pid_82289	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82303	pid_45300	pid_82302	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11313917;Pubmed:18393360
pid_82304	pid_48142	pid_82302	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11313917;Pubmed:18393360
pid_82311	pid_48142	pid_82310	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15367674
pid_82319	pid_48142	pid_82316	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82325	pid_48142	pid_82321	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9924025
pid_82329	pid_48307	pid_82328	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16391002
pid_82333	pid_48142	pid_82332	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18056446
pid_82353	pid_82172	pid_82349	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16288014
pid_82354	pid_48142	pid_82349	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16288014
pid_82355	pid_7404	pid_82349	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16288014
pid_82364	pid_10424	pid_82360	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12418961;Pubmed:16167342
pid_82365	pid_82057	pid_82360	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12418961;Pubmed:16167342
pid_82366	pid_48307	pid_82360	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12418961;Pubmed:16167342
pid_82374	pid_48142	pid_82371	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82380	pid_48142	pid_82376	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12729735
pid_82395	pid_48142	pid_82391	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82400	pid_48142	pid_82397	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18066065
pid_82405	pid_48142	pid_82403	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:1670896
pid_82422	pid_82423	pid_82418	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11283613;Pubmed:11283614;Pubmed:11804592
pid_82434	pid_82435	pid_82418	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11283613;Pubmed:11283614;Pubmed:11804592
pid_82447	pid_48307	pid_82446	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16391002
pid_82454	pid_48308	pid_82450	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17050536
pid_82455	pid_48307	pid_82450	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17050536
pid_82461	pid_48307	pid_82460	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16391002
pid_82465	pid_48307	pid_82464	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16391002
pid_82472	pid_16400	pid_82468	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18483244
pid_82473	pid_82042	pid_82468	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18483244
pid_82478	pid_48142	pid_82476	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17159920
pid_82482	pid_82483	pid_82481	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14716294;Pubmed:2182320;Pubmed:8972190
pid_82486	pid_48142	pid_82481	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14716294;Pubmed:2182320;Pubmed:8972190
pid_82494	pid_48308	pid_82493	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17881732;Pubmed:9312026
pid_82495	pid_7754	pid_82493	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17881732;Pubmed:9312026
pid_82512	pid_48142	pid_82508	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12747840
pid_82787	pid_44102	pid_82786	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12776177
pid_82788	pid_48259	pid_82786	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12776177
pid_82794	pid_48161	pid_82791	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15282543
pid_82801	pid_44102	pid_82797	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12776177;Pubmed:1989881;Pubmed:8196628
pid_82802	pid_48259	pid_82797	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12776177;Pubmed:1989881;Pubmed:8196628
pid_82811	pid_82812	pid_82808	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12776737;Pubmed:8297793;Pubmed:8356088
pid_82828	pid_48161	pid_82824	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:9192621
pid_82833	pid_82834	pid_82832	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17643117
pid_82847	pid_44102	pid_82843	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11511539
pid_82848	pid_48161	pid_82843	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11511539
pid_82854	pid_48161	pid_82851	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8700224
pid_82861	pid_48161	pid_82858	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18593934
pid_82870	pid_48161	pid_82867	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10823814
pid_82878	pid_74032	pid_82874	INHIBITION	None	None	None
pid_82879	pid_48161	pid_82874	ACTIVATION	None	None	None
pid_82883	pid_48233	pid_82880	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11673469;Pubmed:12177005;Pubmed:9811896;Pubmed:9869632
pid_82892	pid_48161	pid_82888	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18987359
pid_82901	pid_48161	pid_82897	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17088530
pid_82908	pid_48161	pid_82905	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19745813
pid_82919	pid_82920	pid_82912	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16269333
pid_82930	pid_48161	pid_82927	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19745813
pid_82937	pid_48161	pid_82933	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9924025
pid_82943	pid_48161	pid_82939	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18978814
pid_82944	pid_82945	pid_82939	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18978814
pid_82956	pid_48161	pid_82952	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16537449
pid_82963	pid_48161	pid_82960	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:20173740
pid_82970	pid_48161	pid_82966	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19211792
pid_82978	pid_48161	pid_82975	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19745813
pid_82985	pid_48161	pid_82981	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16508012
pid_82991	pid_48161	pid_82988	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17599065
pid_82999	pid_48161	pid_82995	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:1562593;Pubmed:6438521
pid_83007	pid_48161	pid_83004	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:1340466;Pubmed:8934531
pid_83014	pid_48200	pid_83013	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10508165;Pubmed:11511535;Pubmed:12776737
pid_83015	pid_18180	pid_83013	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10508165;Pubmed:11511535;Pubmed:12776737
pid_83023	pid_48161	pid_83022	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8494784
pid_83031	pid_48161	pid_83028	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18593934
